field,parent_type,fortran_type,rank,declared_bounds,decl_file,decl_line,alloc_sites,category,notes
DS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (IMIN:IMAX,JMIN:JMAX,KMIN:KMAX)",type.f90,1035,"main.f90:2208[IMIN:IMAX,JMIN:JMAX,KMIN:KMAX]",mpi_exchange,
KRES,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (IMIN:IMAX,JMIN:JMAX,KMIN:KMAX)",type.f90,1035,"main.f90:2243[IMIN:IMAX,JMIN:JMAX,KMIN:KMAX]",mpi_exchange,
IL_S,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (M%OMESH(NOM)%NIC_S,NUMBER_RADIATION_ANGLES,NUMBER_SPECTRAL_BANDS)",type.f90,1035,"main.f90:2321[M%OMESH(NOM)%NIC_S,NUMBER_RADIATION_ANGLES,NUMBER_SPECTRAL_BANDS]",mpi_exchange,
IL_R,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (M%OMESH(NOM)%NIC_R,NUMBER_RADIATION_ANGLES,NUMBER_SPECTRAL_BANDS)",type.f90,1035,"main.f90:2325[M%OMESH(NOM)%NIC_R,NUMBER_RADIATION_ANGLES,NUMBER_SPECTRAL_BANDS]",mpi_exchange,
IL_R_OLD,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (M%OMESH(NOM)%NIC_R,NUMBER_RADIATION_ANGLES,NUMBER_SPECTRAL_BANDS)",type.f90,1035,"main.f90:2326[M%OMESH(NOM)%NIC_R,NUMBER_RADIATION_ANGLES,NUMBER_SPECTRAL_BANDS]",mpi_exchange,
Q,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (IMIN:IMAX,JMIN:JMAX,KMIN:KMAX)",type.f90,1035,"main.f90:2245[IMIN:IMAX,JMIN:JMAX,KMIN:KMAX]",mpi_exchange,
ZZ,OMESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (IMIN:IMAX,JMIN:JMAX,KMIN:KMAX,N_TOTAL_SCALARS)",type.f90,1036,"main.f90:2248[IMIN:IMAX,JMIN:JMAX,KMIN:KMAX,N_TOTAL_SCALARS]",mpi_exchange,
ZZS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (IMIN:IMAX,JMIN:JMAX,KMIN:KMAX,N_TOTAL_SCALARS)",type.f90,1036,"main.f90:2249[IMIN:IMAX,JMIN:JMAX,KMIN:KMAX,N_TOTAL_SCALARS]",mpi_exchange,
IIO_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (OM%NIC_R),type.f90,1037,main.f90:2144[OM%NIC_R],mpi_exchange,
JJO_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (OM%NIC_R),type.f90,1037,main.f90:2145[OM%NIC_R],mpi_exchange,
KKO_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (OM%NIC_R),type.f90,1037,main.f90:2146[OM%NIC_R],mpi_exchange,
IOR_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (OM%NIC_R),type.f90,1037,main.f90:2147[OM%NIC_R],mpi_exchange,
IIO_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NIC_S),type.f90,1037,main.f90:1520[M2%NIC_S],mpi_exchange,
JJO_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NIC_S),type.f90,1037,main.f90:1521[M2%NIC_S],mpi_exchange,
KKO_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NIC_S),type.f90,1037,main.f90:1522[M2%NIC_S],mpi_exchange,
IOR_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NIC_S),type.f90,1037,main.f90:1523[M2%NIC_S],mpi_exchange,
I_MIN_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
I_MAX_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
J_MIN_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
J_MAX_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
K_MIN_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
K_MAX_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
NIC_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1038,,mpi_exchange,
I_MIN_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
I_MAX_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
J_MIN_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
J_MAX_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
K_MIN_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
K_MAX_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
NIC_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1039,,mpi_exchange,
INTEGER_SEND_BUFFER,OMESH_TYPE,INTEGER,1,(7),type.f90,1040,,mpi_exchange,
INTEGER_RECV_BUFFER,OMESH_TYPE,INTEGER,1,(7),type.f90,1040,,mpi_exchange,
REAL_SEND_PKG1,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_S*(6+2*N_TOTAL_SCALARS)),type.f90,1042,main.f90:3170[M3%NIC_S*(6+2*N_TOTAL_SCALARS)],mpi_exchange,
REAL_SEND_PKG2,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1042,,mpi_exchange,
REAL_SEND_PKG3,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (IJK_SIZE*4),type.f90,1042,main.f90:3171[IJK_SIZE*4],mpi_exchange,
REAL_SEND_PKG4,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_S),type.f90,1042,main.f90:3172[M3%NIC_S],mpi_exchange,
REAL_SEND_PKG5,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (NRA_MAX*NUMBER_SPECTRAL_BANDS*M3%NIC_S),type.f90,1042,main.f90:4049[NRA_MAX*NUMBER_SPECTRAL_BANDS*M3%NIC_S],mpi_exchange,
REAL_SEND_PKG6,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1042,,mpi_exchange,
REAL_SEND_PKG7,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_S*3),type.f90,1042,main.f90:3173[M3%NIC_S*3],mpi_exchange,
REAL_SEND_PKG8,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_S*2),type.f90,1042,main.f90:3181[M3%NIC_S*2],mpi_exchange,
REAL_RECV_PKG1,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_R*(6+2*N_TOTAL_SCALARS)),type.f90,1043,main.f90:2976[M3%NIC_R*(6+2*N_TOTAL_SCALARS)],mpi_exchange,
REAL_RECV_PKG2,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1043,,mpi_exchange,
REAL_RECV_PKG3,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (IJK_SIZE*4),type.f90,1043,main.f90:2977[IJK_SIZE*4],mpi_exchange,
REAL_RECV_PKG4,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_R),type.f90,1043,main.f90:2978[M3%NIC_R],mpi_exchange,
REAL_RECV_PKG5,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (NRA_MAX*NUMBER_SPECTRAL_BANDS*M3%NIC_R),type.f90,1043,main.f90:4008[NRA_MAX*NUMBER_SPECTRAL_BANDS*M3%NIC_R],mpi_exchange,
REAL_RECV_PKG6,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1043,,mpi_exchange,
REAL_RECV_PKG7,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_R*3),type.f90,1043,main.f90:2979[M3%NIC_R*3],mpi_exchange,
REAL_RECV_PKG8,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_R*2),type.f90,1043,main.f90:2980[M3%NIC_R*2],mpi_exchange,
N_EXTERNAL_OBST,OMESH_TYPE,INTEGER,0,scalar,type.f90,1044,,mpi_exchange,
N_INTERNAL_OBST,OMESH_TYPE,INTEGER,0,scalar,type.f90,1044,,mpi_exchange,
PARTICLE_SEND_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1045,,mpi_exchange,
PARTICLE_RECV_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1045,,mpi_exchange,
WALL_SEND_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1046,,mpi_exchange,
WALL_RECV_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1046,,mpi_exchange,
THIN_WALL_SEND_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1047,,mpi_exchange,
THIN_WALL_RECV_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1047,,mpi_exchange,
CFACE_SEND_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1050,,mpi_exchange,
CFACE_RECV_BUFFER,OMESH_TYPE,TYPE(STORAGE_TYPE),0,scalar,type.f90,1050,,mpi_exchange,
N_CFACE_QUERY,OMESH_TYPE,INTEGER,0,scalar,type.f90,1051,,mpi_exchange,
N_CFACE_QUERY_DIM,OMESH_TYPE,INTEGER,0,scalar,type.f90,1051,,mpi_exchange,
CFACE_QUERY_XYZ,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,M3%N_CFACE_QUERY_DIM)",type.f90,1052,"geom.f90:6767[IAXIS:KAXIS,M3%N_CFACE_QUERY_DIM]; geom.f90:6779[IAXIS:KAXIS,M3%N_CFACE_QUERY_DIM]",mpi_exchange,"doc: Back-face intersection points (3,N) that NM needs NOM to resolve"
CFACE_QUERY_NBACK,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,M3%N_CFACE_QUERY_DIM)",type.f90,1053,"geom.f90:6768[IAXIS:KAXIS,M3%N_CFACE_QUERY_DIM]; geom.f90:6780[IAXIS:KAXIS,M3%N_CFACE_QUERY_DIM]",mpi_exchange,"doc: Back GEOMETRY triangle normal (3,N) used to orient the back CFACE search"
CFACE_QUERY_FRONT,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M3%N_CFACE_QUERY_DIM),type.f90,1054,geom.f90:6769[M3%N_CFACE_QUERY_DIM]; geom.f90:6781[M3%N_CFACE_QUERY_DIM],mpi_exchange,doc: Front CFACE index (in NM) associated with each query
NICC_S,OMESH_TYPE,INTEGER,1,(2),type.f90,1057,,mpi_exchange,
NICC_R,OMESH_TYPE,INTEGER,1,(2),type.f90,1057,,mpi_exchange,
NICF_S,OMESH_TYPE,INTEGER,1,(2),type.f90,1057,,mpi_exchange,
NICF_R,OMESH_TYPE,INTEGER,1,(2),type.f90,1057,,mpi_exchange,
NLKF_S,OMESH_TYPE,INTEGER,0,scalar,type.f90,1057,,mpi_exchange,
NLKF_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1057,,mpi_exchange,
NFCC_S,OMESH_TYPE,INTEGER,1,(2),type.f90,1058,,mpi_exchange,
NFCC_R,OMESH_TYPE,INTEGER,1,(2),type.f90,1058,,mpi_exchange,
NCC_INT_R,OMESH_TYPE,INTEGER,0,scalar,type.f90,1058,,mpi_exchange,
NFEP_R,OMESH_TYPE,INTEGER,1,(5),type.f90,1058,,mpi_exchange,
NFEP_R_G,OMESH_TYPE,INTEGER,0,scalar,type.f90,1058,,mpi_exchange,
REAL_SEND_PKG11,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NICC_S(2)*(4+N_TOTAL_SCALARS)),type.f90,1060,ccib.f90:4109[M3%NICC_S(2)*(4+N_TOTAL_SCALARS)],mpi_exchange,
REAL_SEND_PKG112,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NICF_S(2)*4+M3%NLKF_S*3),type.f90,1060,ccib.f90:4123[M3%NICF_S(2)*4+M3%NLKF_S*3],mpi_exchange,
REAL_SEND_PKG12,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NFCC_S(1)*2),type.f90,1060,ccib.f90:4137[M3%NFCC_S(1)*2],mpi_exchange,
REAL_SEND_PKG13,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NFCC_S(2)*(NQT2C+N_TRACKED_SPECIES)),type.f90,1060,ccib.f90:4151[M3%NFCC_S(2)*(NQT2C+N_TRACKED_SPECIES)],mpi_exchange,
REAL_RECV_PKG11,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NICC_R(2)*(4+N_TOTAL_SCALARS)),type.f90,1061,ccib.f90:4044[M3%NICC_R(2)*(4+N_TOTAL_SCALARS)],mpi_exchange,
REAL_RECV_PKG112,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NICF_R(2)*4+M3%NLKF_R*3),type.f90,1061,ccib.f90:4059[M3%NICF_R(2)*4+M3%NLKF_R*3],mpi_exchange,
REAL_RECV_PKG12,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NFCC_R(1)*2),type.f90,1061,ccib.f90:4073[M3%NFCC_R(1)*2],mpi_exchange,
REAL_RECV_PKG13,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (M3%NFCC_R(2)*(NQT2C+N_TRACKED_SPECIES)),type.f90,1061,ccib.f90:4087[M3%NFCC_R(2)*(NQT2C+N_TRACKED_SPECIES)],mpi_exchange,
ICC_UNKZ_CT_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1062,,mpi_exchange,
ICC_UNKZ_CC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (3*M2%NICC_S(1)),type.f90,1062,ccib.f90:20054[3*M2%NICC_S(1)],mpi_exchange,
ICC_UNKZ_CT_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1062,,mpi_exchange,
ICC_UNKZ_CC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (3*M3%NICC_R(1)),type.f90,1062,ccib.f90:19853[3*M3%NICC_R(1)],mpi_exchange,
ICF_UFFB_CF_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (4*M2%NICF_S(1)),type.f90,1063,ccib.f90:20231[4*M2%NICF_S(1)]; ccib.f90:20264[(from FROM=INT1D)]; ccib.f90:20282[(from FROM=INT1D)],mpi_exchange,
ICF_UFFB_CF_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (4*M3%NICF_R(1)),type.f90,1063,ccib.f90:19937[4*M3%NICF_R(1)]; ccib.f90:20298[(from FROM=INT1D)],mpi_exchange,
UNKZ_CT_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NIC_S),type.f90,1064,ccib.f90:20049[M2%NIC_S],mpi_exchange,
UNKZ_CC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NICC_S(2)),type.f90,1064,ccib.f90:20055[M2%NICC_S(2)],mpi_exchange,
UNKZ_CT_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M3%NIC_R),type.f90,1064,ccib.f90:19849[M3%NIC_R],mpi_exchange,
UNKZ_CC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M3%NICC_R(2)),type.f90,1064,ccib.f90:19854[M3%NICC_R(2)],mpi_exchange,
MUNKH,OMESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (LBOUND(OMESH(NOM)%HS,1):UBOUND(OMESH(NOM)%HS,1),LBOUND(OMESH(NOM)%HS,2):UBOUND(OMESH(NOM)%HS,2),LBOUND(OMESH(NOM)%HS,3):UBOUND(OMESH(NOM)%HS,3))",type.f90,1065,"pres.f90:4233[LBOUND(OMESH(NOM)%HS,1):UBOUND(OMESH(NOM)%HS,1),LBOUND(OMESH(NOM)%HS,2):UBOUND(OMESH(NOM)%HS,2),LBOUND(OMESH(NOM)%HS,3):UBOUND(OMESH(NOM)%HS,3)]",mpi_exchange,
GSCH,OMESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (LBOUND(OMESH(NOM)%HS,1):UBOUND(OMESH(NOM)%HS,1),LBOUND(OMESH(NOM)%HS,2):UBOUND(OMESH(NOM)%HS,2),LBOUND(OMESH(NOM)%HS,3):UBOUND(OMESH(NOM)%HS,3))",type.f90,1065,"pres.f90:4226[LBOUND(OMESH(NOM)%HS,1):UBOUND(OMESH(NOM)%HS,1),LBOUND(OMESH(NOM)%HS,2):UBOUND(OMESH(NOM)%HS,2),LBOUND(OMESH(NOM)%HS,3):UBOUND(OMESH(NOM)%HS,3)]",mpi_exchange,
EWC_TYPE,OMESH_TYPE,"INTEGER, ALLOCATABLE",3,"deferred(:,:,:); allocated as (LBOUND(OMESH(NOM)%HS,1):UBOUND(OMESH(NOM)%HS,1),LBOUND(OMESH(NOM)%HS,2):UBOUND(OMESH(NOM)%HS,2),LBOUND(OMESH(NOM)%HS,3):UBOUND(OMESH(NOM)%HS,3))",type.f90,1065,"pres.f90:4240[LBOUND(OMESH(NOM)%HS,1):UBOUND(OMESH(NOM)%HS,1),LBOUND(OMESH(NOM)%HS,2):UBOUND(OMESH(NOM)%HS,2),LBOUND(OMESH(NOM)%HS,3):UBOUND(OMESH(NOM)%HS,3)]",mpi_exchange,
IIO_FC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1068,ccib.f90:17767[DELTA_FC]; ccib.f90:18573[SIZE_REC+DELTA_FC],mpi_exchange,
JJO_FC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1068,ccib.f90:17768[DELTA_FC]; ccib.f90:18575[SIZE_REC+DELTA_FC],mpi_exchange,
KKO_FC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1068,ccib.f90:17769[DELTA_FC]; ccib.f90:18577[SIZE_REC+DELTA_FC],mpi_exchange,
AXS_FC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1068,ccib.f90:17770[DELTA_FC]; ccib.f90:18579[SIZE_REC+DELTA_FC],mpi_exchange,
IIO_FC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(1)),type.f90,1068,ccib.f90:19015[M2%NFCC_S(1)],mpi_exchange,
JJO_FC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(1)),type.f90,1068,ccib.f90:19016[M2%NFCC_S(1)],mpi_exchange,
KKO_FC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(1)),type.f90,1068,ccib.f90:19017[M2%NFCC_S(1)],mpi_exchange,
AXS_FC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(1)),type.f90,1068,ccib.f90:19018[M2%NFCC_S(1)],mpi_exchange,
IIO_CC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1069,ccib.f90:17772[DELTA_FC]; ccib.f90:18028[SIZE_REC+DELTA_FC]; ccib.f90:18541[SIZE_REC+DELTA_FC],mpi_exchange,
JJO_CC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1069,ccib.f90:17773[DELTA_FC]; ccib.f90:18030[SIZE_REC+DELTA_FC]; ccib.f90:18543[SIZE_REC+DELTA_FC],mpi_exchange,
KKO_CC_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (DELTA_FC) | (SIZE_REC+DELTA_FC),type.f90,1069,ccib.f90:17774[DELTA_FC]; ccib.f90:18032[SIZE_REC+DELTA_FC]; ccib.f90:18545[SIZE_REC+DELTA_FC],mpi_exchange,
IIO_CC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(2)),type.f90,1069,ccib.f90:19021[M2%NFCC_S(2)],mpi_exchange,
JJO_CC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(2)),type.f90,1069,ccib.f90:19022[M2%NFCC_S(2)],mpi_exchange,
KKO_CC_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (M2%NFCC_S(2)),type.f90,1069,ccib.f90:19023[M2%NFCC_S(2)],mpi_exchange,
IIO_LF_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
JJO_LF_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
KKO_LF_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
AXS_LF_R,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
IIO_LF_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
JJO_LF_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
KKO_LF_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
AXS_LF_S,OMESH_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); no ALLOCATE found,type.f90,1070,,mpi_exchange,
IFEP_R_1,OMESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); no ALLOCATE found",type.f90,1071,,mpi_exchange,"never ALLOCATEd; only read inside DO IFEP=1,M2%NFEP_R(1) loops (e.g. ccib.f90:4326) and NFEP_R defaults to 0 (type.f90:1058) and is never incremented for index 1 -> dead path (uncertain: static analysis only)"
IFEP_R_2,OMESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); no ALLOCATE found",type.f90,1071,,mpi_exchange,"never ALLOCATEd; read only inside DO IFEP=1,M2%NFEP_R(2) loops (ccib.f90:4228-4229) and NFEP_R(2) is never incremented (only NFEP_R(3:5), ccib.f90:3827,3864,3908) -> dead path (uncertain: static analysis only)"
IFEP_R_3,OMESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (LOW_IND:HIGH_IND,M2%NFEP_R(3))",type.f90,1071,"ccib.f90:3835[LOW_IND:HIGH_IND,M2%NFEP_R(3)]",mpi_exchange,
IFEP_R_4,OMESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (LOW_IND:HIGH_IND,M2%NFEP_R(4))",type.f90,1071,"ccib.f90:3873[LOW_IND:HIGH_IND,M2%NFEP_R(4)]",mpi_exchange,
IFEP_R_5,OMESH_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (LOW_IND:HIGH_IND,M2%NFEP_R(5))",type.f90,1071,"ccib.f90:3916[LOW_IND:HIGH_IND,M2%NFEP_R(5)]",mpi_exchange,
U_LNK,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (M3%I_MIN_R:M3%I_MAX_R,M3%J_MIN_R:M3%J_MAX_R,M3%K_MIN_R:M3%K_MAX_R)",type.f90,1072,"ccib.f90:19996[M3%I_MIN_R:M3%I_MAX_R,M3%J_MIN_R:M3%J_MAX_R,M3%K_MIN_R:M3%K_MAX_R]",mpi_exchange,
V_LNK,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (M3%I_MIN_R:M3%I_MAX_R,M3%J_MIN_R:M3%J_MAX_R,M3%K_MIN_R:M3%K_MAX_R)",type.f90,1072,"ccib.f90:19997[M3%I_MIN_R:M3%I_MAX_R,M3%J_MIN_R:M3%J_MAX_R,M3%K_MIN_R:M3%K_MAX_R]",mpi_exchange,
W_LNK,OMESH_TYPE,"REAL(EB), ALLOCATABLE",3,"deferred(:,:,:); allocated as (M3%I_MIN_R:M3%I_MAX_R,M3%J_MIN_R:M3%J_MAX_R,M3%K_MIN_R:M3%K_MAX_R)",type.f90,1072,"ccib.f90:19998[M3%I_MIN_R:M3%I_MAX_R,M3%J_MIN_R:M3%J_MAX_R,M3%K_MIN_R:M3%K_MAX_R]",mpi_exchange,
PHI_LS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IMIN:IMAX,JMIN:JMAX)",type.f90,1075,"main.f90:2260[IMIN:IMAX,JMIN:JMAX]",mpi_exchange,
PHI1_LS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IMIN:IMAX,JMIN:JMAX)",type.f90,1075,"main.f90:2261[IMIN:IMAX,JMIN:JMAX]",mpi_exchange,
U_LS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IMIN:IMAX,JMIN:JMAX)",type.f90,1075,"main.f90:2262[IMIN:IMAX,JMIN:JMAX]",mpi_exchange,
V_LS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IMIN:IMAX,JMIN:JMAX)",type.f90,1075,"main.f90:2263[IMIN:IMAX,JMIN:JMAX]",mpi_exchange,
Z_LS,OMESH_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IMIN:IMAX,JMIN:JMAX)",type.f90,1075,"main.f90:2264[IMIN:IMAX,JMIN:JMAX]",mpi_exchange,
REAL_SEND_PKG14,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (5*M3%NIC_S),type.f90,1076,main.f90:3175[5*M3%NIC_S],mpi_exchange,
