pointer,decl,fortran_type,rank,remap_line,target,target_decl,target_alloc_bounds,category,n_routines_using,n_runtime_routines,sample_routines,notes
X,mesh.f90:426,REAL(EB),1,mesh.f90:748,M%X,mesh.f90:188,deferred(:); allocated as (0:M%IBAR),grid_geometry,37,25,READ_OBST(read.f90); GET_LINKED_CELLS_BBOX(ccib.f90); CHECK_WALL_CELL_PLANE_MATCH(geom.f90); INSERT_VOLUMETRIC_PARTICLES(part.f90); PARTICLE_FACE_INSERT(part.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90),
Y,mesh.f90:426,REAL(EB),1,mesh.f90:749,M%Y,mesh.f90:189,deferred(:); allocated as (0:M%JBAR),grid_geometry,26,18,READ_OBST(read.f90); GET_LINKED_CELLS_BBOX(ccib.f90); CHECK_WALL_CELL_PLANE_MATCH(geom.f90); INSERT_VOLUMETRIC_PARTICLES(part.f90); PARTICLE_FACE_INSERT(part.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90),
Z,mesh.f90:426,REAL(EB),1,mesh.f90:750,M%Z,mesh.f90:190,deferred(:); allocated as (0:M%KBAR),grid_geometry,38,25,READ_OBST(read.f90); GET_LINKED_CELLS_BBOX(ccib.f90); CHECK_WALL_CELL_PLANE_MATCH(geom.f90); INSERT_VOLUMETRIC_PARTICLES(part.f90); PARTICLE_FACE_INSERT(part.f90); INITIALIZE_HVAC(hvac.f90),
XC,mesh.f90:426,REAL(EB),1,mesh.f90:751,M%XC,mesh.f90:191,deferred(:); allocated as (0:M%IBP1),grid_geometry,52,36,PATCH_VELOCITY_FLUX(velo.f90); GET_LHS_CUTCELL(ccib.f90); CC_CHECK_DIVERGENCE(ccib.f90); UPDATE_DEVICES_1(dump.f90); GAS_PHASE_OUTPUT(dump.f90); DUMP_ROTCUBE_MMS(dump.f90),
YC,mesh.f90:426,REAL(EB),1,mesh.f90:752,M%YC,mesh.f90:192,deferred(:); allocated as (0:M%JBP1),grid_geometry,33,24,PATCH_VELOCITY_FLUX(velo.f90); GET_LHS_CUTCELL(ccib.f90); CC_CHECK_DIVERGENCE(ccib.f90); UPDATE_DEVICES_1(dump.f90); INITIALIZE_HVAC(hvac.f90); INSERT_VOLUMETRIC_PARTICLES(part.f90),
ZC,mesh.f90:426,REAL(EB),1,mesh.f90:753,M%ZC,mesh.f90:193,deferred(:); allocated as (0:M%KBP1),grid_geometry,52,37,PATCH_VELOCITY_FLUX(velo.f90); INITIALIZE_HVAC(hvac.f90); GET_LHS_CUTCELL(ccib.f90); CC_CHECK_DIVERGENCE(ccib.f90); UPDATE_DEVICES_1(dump.f90); DUMP_ROTCUBE_MMS(dump.f90),
HX,mesh.f90:426,REAL(EB),1,mesh.f90:754,M%HX,mesh.f90:194,deferred(:); allocated as (0:M%IBP1),grid_geometry,4,4,PRESSURE_SOLVER_FFT(pres.f90); GET_PRES_CFACE_BCS(ccib.f90); PRESSURE_SOLVER_COMPUTE_RHS(pres.f90); POINT_TO_MESH(mesh.f90),
HY,mesh.f90:426,REAL(EB),1,mesh.f90:755,M%HY,mesh.f90:195,deferred(:); allocated as (0:M%JBP1),grid_geometry,4,4,PRESSURE_SOLVER_FFT(pres.f90); GET_PRES_CFACE_BCS(ccib.f90); PRESSURE_SOLVER_COMPUTE_RHS(pres.f90); POINT_TO_MESH(mesh.f90),
HZ,mesh.f90:426,REAL(EB),1,mesh.f90:756,M%HZ,mesh.f90:196,deferred(:); allocated as (0:M%KBP1),grid_geometry,4,4,PRESSURE_SOLVER_FFT(pres.f90); GET_PRES_CFACE_BCS(ccib.f90); PRESSURE_SOLVER_COMPUTE_RHS(pres.f90); POINT_TO_MESH(mesh.f90),
DX,mesh.f90:427,REAL(EB),1,mesh.f90:757,M%DX,mesh.f90:197,deferred(:); allocated as (0:M%IBP1),grid_geometry,88,72,GET_LINKED_VELOCITIES(ccib.f90); CHECK_MASS_DENSITY(mass.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); RADIATION_FVM(radi.f90); CHECK_CFLVN_LINKED_CELLS(ccib.f90); CC_DIVERGENCE_PART_1(ccib.f90),
RDX,mesh.f90:427,REAL(EB),1,mesh.f90:763,M%RDX,mesh.f90:200,deferred(:); allocated as (0:M%IBP1),grid_geometry,34,32,GAS_PHASE_OUTPUT(dump.f90); COMPUTE_VISCOSITY(velo.f90); COMPUTE_STRAIN_RATE(velo.f90); VELOCITY_FLUX(velo.f90); DIVERGENCE_PART_2(divg.f90); PRESSURE_SOLVER_COMPUTE_RHS(pres.f90),
DXN,mesh.f90:427,REAL(EB),1,mesh.f90:760,M%DXN,mesh.f90:203,deferred(:); allocated as (0:M%IBAR),grid_geometry,9,8,TENSOR_DIFFUSIVITY_MODEL(turb.f90); ULMAT_SOLVE_ZONE(pres.f90); GLMAT_SOLVER(pres.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); UPDATE_DEVICES_1(dump.f90); POINT_TO_MESH(mesh.f90),
RDXN,mesh.f90:427,REAL(EB),1,mesh.f90:766,M%RDXN,mesh.f90:206,deferred(:); allocated as (0:M%IBAR),grid_geometry,27,27,GAS_PHASE_OUTPUT(dump.f90); PRESSURE_SOLVER_CHECK_RESIDUALS(pres.f90); PRESSURE_SOLVER_CHECK_RESIDUALS_U(pres.f90); MOVE_IN_GAS(part.f90); COMPUTE_VELOCITY_ERROR(pres.f90); GET_RHSLHS_POISSON_RC(ccib.f90),
DY,mesh.f90:427,REAL(EB),1,mesh.f90:758,M%DY,mesh.f90:198,deferred(:); allocated as (0:M%JBP1),grid_geometry,87,71,GET_LINKED_VELOCITIES(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CC_DIVERGENCE_PART_1(ccib.f90); ULMAT_SOLVE_ZONE(pres.f90); CHECK_CFLVN_LINKED_CELLS(ccib.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90),
RDY,mesh.f90:427,REAL(EB),1,mesh.f90:764,M%RDY,mesh.f90:201,deferred(:); allocated as (0:M%JBP1),grid_geometry,32,30,GAS_PHASE_OUTPUT(dump.f90); COMPUTE_VISCOSITY(velo.f90); COMPUTE_STRAIN_RATE(velo.f90); VELOCITY_FLUX(velo.f90); DIVERGENCE_PART_2(divg.f90); PRESSURE_SOLVER_CHECK_RESIDUALS(pres.f90),
DYN,mesh.f90:427,REAL(EB),1,mesh.f90:761,M%DYN,mesh.f90:204,deferred(:); allocated as (0:M%JBAR),grid_geometry,9,8,TENSOR_DIFFUSIVITY_MODEL(turb.f90); ULMAT_SOLVE_ZONE(pres.f90); GLMAT_SOLVER(pres.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); UPDATE_DEVICES_1(dump.f90); POINT_TO_MESH(mesh.f90),
RDYN,mesh.f90:427,REAL(EB),1,mesh.f90:767,M%RDYN,mesh.f90:207,deferred(:); allocated as (0:M%JBAR),grid_geometry,26,26,GAS_PHASE_OUTPUT(dump.f90); PRESSURE_SOLVER_CHECK_RESIDUALS(pres.f90); PRESSURE_SOLVER_CHECK_RESIDUALS_U(pres.f90); MOVE_IN_GAS(part.f90); COMPUTE_VELOCITY_ERROR(pres.f90); GET_RHSLHS_POISSON_RC(ccib.f90),
DZ,mesh.f90:427,REAL(EB),1,mesh.f90:759,M%DZ,mesh.f90:199,deferred(:); allocated as (0:M%KBP1),grid_geometry,86,70,SURFACE_HEAT_TRANSFER(wall.f90); GET_LINKED_VELOCITIES(ccib.f90); RADIATION_FVM(radi.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CHECK_CFLVN_LINKED_CELLS(ccib.f90); CC_DIVERGENCE_PART_1(ccib.f90),
RDZ,mesh.f90:427,REAL(EB),1,mesh.f90:765,M%RDZ,mesh.f90:202,deferred(:); allocated as (0:M%KBP1),grid_geometry,31,30,GAS_PHASE_OUTPUT(dump.f90); COMPUTE_VISCOSITY(velo.f90); COMPUTE_STRAIN_RATE(velo.f90); VELOCITY_FLUX(velo.f90); DIVERGENCE_PART_2(divg.f90); PRESSURE_SOLVER_COMPUTE_RHS(pres.f90),
DZN,mesh.f90:427,REAL(EB),1,mesh.f90:762,M%DZN,mesh.f90:205,deferred(:); allocated as (0:M%KBAR),grid_geometry,9,8,TENSOR_DIFFUSIVITY_MODEL(turb.f90); ULMAT_SOLVE_ZONE(pres.f90); GLMAT_SOLVER(pres.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); UPDATE_DEVICES_1(dump.f90); POINT_TO_MESH(mesh.f90),
RDZN,mesh.f90:427,REAL(EB),1,mesh.f90:768,M%RDZN,mesh.f90:208,deferred(:); allocated as (0:M%KBAR),grid_geometry,27,27,GAS_PHASE_OUTPUT(dump.f90); PRESSURE_SOLVER_CHECK_RESIDUALS(pres.f90); PRESSURE_SOLVER_CHECK_RESIDUALS_U(pres.f90); MOVE_IN_GAS(part.f90); COMPUTE_VELOCITY_ERROR(pres.f90); GET_RHSLHS_POISSON_RC(ccib.f90),
CELLSI,mesh.f90:428,REAL(EB),1,mesh.f90:769,M%CELLSI,mesh.f90:209,deferred(:); allocated as (-NIPXS:NIPX+NIPXF),grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSJ,mesh.f90:428,REAL(EB),1,mesh.f90:770,M%CELLSJ,mesh.f90:210,deferred(:); allocated as (-NIPYS:NIPY+NIPYF),grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSK,mesh.f90:428,REAL(EB),1,mesh.f90:771,M%CELLSK,mesh.f90:211,deferred(:); allocated as (-NIPZS:NIPZ+NIPZF),grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
RRN,mesh.f90:428,REAL(EB),1,mesh.f90:778,M%RRN,mesh.f90:187,deferred(:); allocated as (0:M%IBP1),grid_geometry,14,13,DIVERGENCE_PART_2(divg.f90); PRESSURE_SOLVER_CHECK_RESIDUALS(pres.f90); PRESSURE_SOLVER_CHECK_RESIDUALS_U(pres.f90); DIVERGENCE_PART_1(divg.f90); VELOCITY_FLUX_CYLINDRICAL(velo.f90); CONDENSATION_EVAPORATION(fire.f90),
CELLSI_LO,mesh.f90:429,INTEGER,0,mesh.f90:772,M%CELLSI_LO,mesh.f90:212,scalar,grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSI_HI,mesh.f90:429,INTEGER,0,mesh.f90:775,M%CELLSI_HI,mesh.f90:212,scalar,grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSJ_LO,mesh.f90:429,INTEGER,0,mesh.f90:773,M%CELLSJ_LO,mesh.f90:213,scalar,grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSJ_HI,mesh.f90:429,INTEGER,0,mesh.f90:776,M%CELLSJ_HI,mesh.f90:213,scalar,grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSK_LO,mesh.f90:429,INTEGER,0,mesh.f90:774,M%CELLSK_LO,mesh.f90:214,scalar,grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
CELLSK_HI,mesh.f90:429,INTEGER,0,mesh.f90:777,M%CELLSK_HI,mesh.f90:214,scalar,grid_geometry,1,1,POINT_TO_MESH(mesh.f90),
XPLT,mesh.f90:430,REAL(FB),1,mesh.f90:779,M%XPLT,mesh.f90:215,deferred(:); allocated as (0:IBAR),grid_geometry,4,4,GET_GEOMINFO(dump.f90); GET_GEOMINFO_DUP(vtkf.f90); DUMP_ISOF(dump.f90); POINT_TO_MESH(mesh.f90),
YPLT,mesh.f90:430,REAL(FB),1,mesh.f90:780,M%YPLT,mesh.f90:216,deferred(:); allocated as (0:JBAR),grid_geometry,4,4,GET_GEOMINFO(dump.f90); GET_GEOMINFO_DUP(vtkf.f90); DUMP_ISOF(dump.f90); POINT_TO_MESH(mesh.f90),
ZPLT,mesh.f90:430,REAL(FB),1,mesh.f90:781,M%ZPLT,mesh.f90:217,deferred(:); allocated as (0:KBAR),grid_geometry,4,4,DUMP_ISOF(dump.f90); GET_GEOMINFO(dump.f90); GET_GEOMINFO_DUP(vtkf.f90); POINT_TO_MESH(mesh.f90),
N_OBST,mesh.f90:431,INTEGER,0,mesh.f90:782,M%N_OBST,mesh.f90:219,scalar,wall_obst_cutcell,10,5,READ_OBST(read.f90); READ_HOLE(read.f90); PROC_OBST(read.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); OPEN_AND_CLOSE(init.f90),
OBSTRUCTION,mesh.f90:432,TYPE:OBSTRUCTION_TYPE(OBSTRUCTION_TYPE),1,mesh.f90:783,M%OBSTRUCTION,mesh.f90:220,deferred(:); allocated as (0:N_OBST_DIM) | (0:N_OBST+NDO),wall_obst_cutcell,17,11,READ_HOLE(read.f90); READ_OBST(read.f90); READ_VENT(read.f90); GET_BOUNDARY_TYPE(init.f90); OPEN_AND_CLOSE(init.f90); CALCULATE_ZZ_F(wall.f90),
N_VENT,mesh.f90:433,INTEGER,0,mesh.f90:784,M%N_VENT,mesh.f90:222,scalar,wall_obst_cutcell,4,3,READ_VENT(read.f90); SYNTHETIC_TURBULENCE(turb.f90); OPEN_AND_CLOSE(init.f90); POINT_TO_MESH(mesh.f90),
VENTS,mesh.f90:434,TYPE:VENTS_TYPE(VENTS_TYPE),1,mesh.f90:785,M%VENTS,mesh.f90:223,deferred(:); allocated as (N_VENT),wall_obst_cutcell,12,10,READ_VENT(read.f90); SYNTHETIC_TURBULENCE(turb.f90); INITIALIZE_HVAC(hvac.f90); VELOCITY_BC(velo.f90); GET_PRES_CFACE_BCS(ccib.f90); PREDICT_NORMAL_VELOCITY(divg.f90),
CELL_INDEX,mesh.f90:435,INTEGER,3,mesh.f90:786,M%CELL_INDEX,mesh.f90:225,"deferred(:,:,:); allocated as (0:M4%IBP1,0:M4%JBP1,0:M4%KBP1) | (0:IBP1,0:JBP1,0:KBP1)",wall_obst_cutcell,106,90,GET_EXT_INB_CUTFACES_TO_CFACE(geom.f90); GET_REGULAR_CUT_EDGES_BC(geom.f90); GET_SOLID_CUTCELL_EDGES_BC(geom.f90); GET_GASPHASE_REGRCFACES_DATA(ccib.f90); REASSIGN_WALL_CELLS(init.f90); CC_CHECK_MASS_DENSITY(ccib.f90),
CELL,mesh.f90:436,TYPE:CELL_TYPE(CELL_TYPE),1,mesh.f90:787,M%CELL,mesh.f90:226,deferred(:); allocated as (0:N1),wall_obst_cutcell,110,96,GET_EXT_INB_CUTFACES_TO_CFACE(geom.f90); GET_GASPHASE_REGRCFACES_DATA(ccib.f90); VELOCITY_BC(velo.f90); CC_CHECK_MASS_DENSITY(ccib.f90); READ_VENT(read.f90); CC_EDGE_TAU_OMG(ccib.f90),
CELL_ILW,mesh.f90:437,REAL(EB),2,mesh.f90:788,M%CELL_ILW,mesh.f90:227,"deferred(:,:); allocated as (1:N1,1:3) | (1:N2,1:3)",radiation,2,2,RADIATION_FVM(radi.f90); POINT_TO_MESH(mesh.f90),
CELL_INTEGERS,mesh.f90:438,INTEGER,1,mesh.f90:789,M%CELL_INTEGERS,mesh.f90:228,deferred(:); allocated as (1:IC),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
CELL_LOGICALS,mesh.f90:439,LOGICAL,1,mesh.f90:790,M%CELL_LOGICALS,mesh.f90:229,deferred(:); allocated as (1:LC),wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
REGFACE_IAXIS_H,mesh.f90:440,TYPE:CC_REGFACE_TYPE(CC_REGFACE_TYPE),1,mesh.f90:791,M%REGFACE_IAXIS_H,mesh.f90:234,deferred(:); allocated as (IREG),wall_obst_cutcell,5,5,GET_MATRIXGRAPH_H_WHLDOM(pres.f90); POINT_TO_MESH(mesh.f90); ULMAT_GET_H_REGFACES(pres.f90); GET_H_MATRIX(pres.f90); GET_H_REGFACES(pres.f90),
REGFACE_JAXIS_H,mesh.f90:440,TYPE:CC_REGFACE_TYPE(CC_REGFACE_TYPE),1,mesh.f90:792,M%REGFACE_JAXIS_H,mesh.f90:235,deferred(:); allocated as (IREG),wall_obst_cutcell,5,5,GET_MATRIXGRAPH_H_WHLDOM(pres.f90); POINT_TO_MESH(mesh.f90); ULMAT_GET_H_REGFACES(pres.f90); GET_H_MATRIX(pres.f90); GET_H_REGFACES(pres.f90),
REGFACE_KAXIS_H,mesh.f90:440,TYPE:CC_REGFACE_TYPE(CC_REGFACE_TYPE),1,mesh.f90:793,M%REGFACE_KAXIS_H,mesh.f90:236,deferred(:); allocated as (IREG),wall_obst_cutcell,5,5,GET_MATRIXGRAPH_H_WHLDOM(pres.f90); POINT_TO_MESH(mesh.f90); ULMAT_GET_H_REGFACES(pres.f90); GET_H_MATRIX(pres.f90); GET_H_REGFACES(pres.f90),
FCVAR,mesh.f90:441,INTEGER,5,mesh.f90:795,M%FCVAR,mesh.f90:244,"deferred(:,:,:,:,:); allocated as (ISTR:IEND,JSTR:JEND,KSTR:KEND,CC_NFVARS,MAX_DIM)",wall_obst_cutcell,50,39,GET_LINKED_VELOCITIES(ccib.f90); GET_LINKED_FV(ccib.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); FILL_UNKZ_GUARDCELLS(ccib.f90); COMPUTE_LINKED_CUTFACE_BAROCLINIC(ccib.f90); CC_PROJECT_VELOCITY(ccib.f90),
ECVAR,mesh.f90:441,INTEGER,5,mesh.f90:794,M%ECVAR,mesh.f90:244,"deferred(:,:,:,:,:); allocated as (ISTR:IEND,JSTR:JEND,KSTR:KEND,CC_NEVARS,MAX_DIM)",wall_obst_cutcell,2,2,CC_EDGE_TAU_OMG(ccib.f90); POINT_TO_MESH(mesh.f90),
CCVAR,mesh.f90:442,INTEGER,4,mesh.f90:796,M%CCVAR,mesh.f90:243,"deferred(:,:,:,:); allocated as (ISTR:IEND,JSTR:JEND,KSTR:KEND,CC_UNKZ:CC_UNKZ) | (ISTR:IEND,JSTR:JEND,KSTR:KEND,CC_NCVARS) | (ISTR:IEND,JSTR:JEND,KSTR:KEND,NCVARS)",wall_obst_cutcell,91,80,GET_GASPHASE_REGRCFACES_DATA(ccib.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); CC_VELOCITY_FLUX(ccib.f90); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90); GET_LINKED_MATRIX_INDEXES_Z(ccib.f90); CC_DIVERGENCE_PART_1(ccib.f90),
CUT_EDGE,mesh.f90:443,TYPE:CC_CUTEDGE_TYPE(CC_CUTEDGE_TYPE),1,mesh.f90:797,M%CUT_EDGE,mesh.f90:246,deferred(:); allocated as (GLOBAL_DELTA_EDGE),wall_obst_cutcell,4,3,CC_EDGE_TAU_OMG(ccib.f90); GET_CRTCFCC_INT_STENCILS(ccib.f90); CC_VELOCITY_BC(ccib.f90); POINT_TO_MESH(mesh.f90),
CUT_FACE,mesh.f90:444,TYPE:CC_CUTFACE_TYPE(CC_CUTFACE_TYPE),1,mesh.f90:798,M%CUT_FACE,mesh.f90:247,deferred(:); allocated as (GLOBAL_DELTA_FACE),wall_obst_cutcell,88,71,GET_CRTCFCC_INT_STENCILS(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); CC_MATCH_VELOCITY(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); GET_GEOMINFO(dump.f90),
CUT_CELL,mesh.f90:445,TYPE:CC_CUTCELL_TYPE(CC_CUTCELL_TYPE),1,mesh.f90:799,M%CUT_CELL,mesh.f90:248,deferred(:); allocated as (GLOBAL_DELTA_CELL),wall_obst_cutcell,100,86,CC_DIVERGENCE_PART_1(ccib.f90); ULMAT_SOLVE_ZONE(pres.f90); GET_LHS_CUTCELL(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); CCSPECIES_ADVECTION(ccib.f90); CC_CHECK_MASS_DENSITY(ccib.f90),
GCELL,mesh.f90:446,TYPE:CC_GCELL_TYPE(CC_GCELL_TYPE),0,mesh.f90:800,M%GCELL,mesh.f90:250,scalar,wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
CC_REGFACE_IAXIS_Z,mesh.f90:447,TYPE:CC_REGFACEZ_TYPE(CC_REGFACEZ_TYPE),1,mesh.f90:801,M%CC_REGFACE_IAXIS_Z,mesh.f90:253,deferred(:); allocated as (IREG),wall_obst_cutcell,13,13,CC_DIFFUSIVE_HEAT_FLUXES(ccib.f90); FIX_CC_DIFF_MASS_FLUXES(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); SET_EXIMADVFLX_3D(ccib.f90),
CC_REGFACE_JAXIS_Z,mesh.f90:447,TYPE:CC_REGFACEZ_TYPE(CC_REGFACEZ_TYPE),1,mesh.f90:802,M%CC_REGFACE_JAXIS_Z,mesh.f90:253,deferred(:); allocated as (IREG),wall_obst_cutcell,13,13,CC_DIFFUSIVE_HEAT_FLUXES(ccib.f90); FIX_CC_DIFF_MASS_FLUXES(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); SET_EXIMADVFLX_3D(ccib.f90),
CC_REGFACE_KAXIS_Z,mesh.f90:447,TYPE:CC_REGFACEZ_TYPE(CC_REGFACEZ_TYPE),1,mesh.f90:803,M%CC_REGFACE_KAXIS_Z,mesh.f90:253,deferred(:); allocated as (IREG),wall_obst_cutcell,13,13,CC_DIFFUSIVE_HEAT_FLUXES(ccib.f90); FIX_CC_DIFF_MASS_FLUXES(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); SET_EXIMADVFLX_3D(ccib.f90),
RC_FACE,mesh.f90:448,TYPE:CC_RCFACE_TYPE(CC_RCFACE_TYPE),1,mesh.f90:804,M%RC_FACE,mesh.f90:256,deferred(:); allocated as (IRC),wall_obst_cutcell,32,31,GET_LINKED_VELOCITIES(ccib.f90); GET_RHSLHS_POISSON_RC(ccib.f90); CCENTHALPY_ADVECTION(ccib.f90); CC_CONDUCTION_HEAT_FLUX(ccib.f90); CC_DIFFUSIVE_MASS_FLUXES(ccib.f90); CC_DIFFUSIVE_HEAT_FLUXES(ccib.f90),
CC_RCEDGE,mesh.f90:449,TYPE:CC_EDGE_TYPE(CC_EDGE_TYPE),1,mesh.f90:805,M%CC_RCEDGE,mesh.f90:264,deferred(:); allocated as (1:CC_ECOUNT_RC),wall_obst_cutcell,6,3,GET_CRTCFCC_INT_STENCILS(ccib.f90); CC_EDGE_TAU_OMG(ccib.f90); COMPUTE_DCOEF(ccib.f90); RESTRICT_EP(ccib.f90); CC_VELOCITY_BC(ccib.f90); POINT_TO_MESH(mesh.f90),
CC_IBEDGE,mesh.f90:449,TYPE:CC_EDGE_TYPE(CC_EDGE_TYPE),1,mesh.f90:806,M%CC_IBEDGE,mesh.f90:264,deferred(:); allocated as (1:CC_ECOUNT),wall_obst_cutcell,5,2,GET_CRTCFCC_INT_STENCILS(ccib.f90); COMPUTE_DCOEF(ccib.f90); RESTRICT_EP(ccib.f90); CC_VELOCITY_BC(ccib.f90); POINT_TO_MESH(mesh.f90),
CFACE,mesh.f90:450,TYPE:CFACE_TYPE(CFACE_TYPE),1,mesh.f90:807,M%CFACE,mesh.f90:260,deferred(:); allocated as (0:MESHES(NOM)%N_CFACE_CELLS_DIM) | (N_CFACE_CELLS_DIM) | (0:M%N_CFACE_CELLS_DIM+N_NEW_STORAGE_SLOTS) | (0:MESHES(NM)%N_CFACE_CELLS_DIM),wall_obst_cutcell,46,41,MOVE_PARTICLES(part.f90); RADIATION_FVM(radi.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); DUMP_CFACES_GEOM(dump.f90); GET_EXT_INB_CUTFACES_TO_CFACE(geom.f90); CFACE_PREDICT_NORMAL_VELOCITY(ccib.f90),
GEOM_ZMAX,mesh.f90:451,REAL(EB),2,mesh.f90:808,M%GEOM_ZMAX,mesh.f90:267,"deferred(:,:); allocated as (0:IBAR,0:JBAR)",wall_obst_cutcell,1,1,POINT_TO_MESH(mesh.f90),
EWC_UN_LNK,mesh.f90:452,REAL(EB),1,mesh.f90:809,M%EWC_UN_LNK,mesh.f90:276,deferred(:); allocated as (0:M%N_EXTERNAL_WALL_CELLS),wall_obst_cutcell,3,3,CC_MATCH_VELOCITY(ccib.f90); GET_LINKED_VELOCITIES(ccib.f90); POINT_TO_MESH(mesh.f90),
UN_LNK,mesh.f90:452,REAL(EB),1,mesh.f90:810,M%UN_LNK,mesh.f90:276,deferred(:); allocated as (0:M%NUNK_F),wall_obst_cutcell,2,2,GET_LINKED_VELOCITIES(ccib.f90); POINT_TO_MESH(mesh.f90),
UN_ULNK,mesh.f90:452,REAL(EB),1,mesh.f90:811,M%UN_ULNK,mesh.f90:276,deferred(:); allocated as (COUNT),wall_obst_cutcell,2,2,CC_RESTORE_UVW_UNLINKED(ccib.f90); POINT_TO_MESH(mesh.f90),
CONNECTED_MESH,mesh.f90:454,LOGICAL,1,mesh.f90:812,M%CONNECTED_MESH,mesh.f90:231,deferred(:); allocated as (NMESHES),mpi_exchange,1,1,POINT_TO_MESH(mesh.f90),
N_WALL_CELLS,mesh.f90:455,INTEGER,0,mesh.f90:818,M%N_WALL_CELLS,mesh.f90:291,scalar,wall_obst_cutcell,3,2,DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_WALL_CELLS_DIM,mesh.f90:455,INTEGER,0,mesh.f90:819,M%N_WALL_CELLS_DIM,mesh.f90:291,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_INTERNAL_WALL_CELLS,mesh.f90:455,INTEGER,0,mesh.f90:823,M%N_INTERNAL_WALL_CELLS,mesh.f90:291,scalar,wall_obst_cutcell,44,38,RADIATION_FVM(radi.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); DIVERGENCE_PART_1(divg.f90); GET_EXPLICIT_ADVDIFFVECTOR_SCALAR_3D(ccib.f90); SPECIES_ADVECTION_PART_1_NEW(divg.f90); UPDATE_HRR(dump.f90),
N_EXTERNAL_WALL_CELLS,mesh.f90:455,INTEGER,0,mesh.f90:824,M%N_EXTERNAL_WALL_CELLS,mesh.f90:291,scalar,ghost_boundary,85,74,RADIATION_FVM(radi.f90); DIVERGENCE_PART_1(divg.f90); PARTICLE_MASS_ENERGY_TRANSFER(part.f90); NO_FLUX(velo.f90); GET_BOUNDARY_TYPE(init.f90); ULMAT_SOLVE_ZONE(pres.f90),
N_THIN_WALL_CELLS,mesh.f90:456,INTEGER,0,mesh.f90:820,M%N_THIN_WALL_CELLS,mesh.f90:292,scalar,wall_obst_cutcell,4,3,WALL_BC(wall.f90); DUMP_RESTART(dump.f90); READ_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
N_THIN_WALL_CELLS_DIM,mesh.f90:456,INTEGER,0,mesh.f90:821,M%N_THIN_WALL_CELLS_DIM,mesh.f90:292,scalar,wall_obst_cutcell,3,2,READ_RESTART(dump.f90); DUMP_RESTART(dump.f90); POINT_TO_MESH(mesh.f90),
HT_3D_SWEEP_DIRECTION,mesh.f90:457,INTEGER,0,mesh.f90:822,M%HT_3D_SWEEP_DIRECTION,mesh.f90:293,scalar,wall_obst_cutcell,3,3,SOLID_HEAT_TRANSFER(wall.f90); WALL_BC(wall.f90); POINT_TO_MESH(mesh.f90),
