kind,file,line,routine,phase,call,variables,mpi_op,datatype,order_dependent,feeds,physics_or_output_only,feeds_src,per_process_presum,notes
serial_loop_all_meshes,read.f90,1400,READ_TRAN,setup,assign_max,DZF_MAX,MAX (serial),REAL,no,"domain bounding box (GEOM binning, terrain, wind/stratification ZSW)",bookkeeping,geom.f90:1416; init.f90:460; read.f90:2227,,"DO NM=1,NMESHES (L1008) | MIN/MAX of exact inputs"
serial_loop_all_meshes,read.f90,12651,READ_VENT,setup,assign_min,TMPMIN,MIN (serial),REAL,no,global temperature floor,physics,read.f90:12651,,"DO NM=1,NMESHES (L12137) / DO I_MODE=1,2 (L12149) / DO KK=MR%K_LOWER,MR%K_UPPER (L12311) / DO JJ=MR%J_LOWER,MR%J_UPPER ( | MIN, order independent"
serial_loop_all_meshes,read.f90,12864,READ_VENT,setup,assign_sum,VENT_TOTAL_AREA,SUM (serial),REAL,yes,Vent TOTAL_FDS_AREA -> B1%AREA_ADJUST of split vents (setup),physics,main.f90:5064; init.f90:3604,,"DO NM=1,NMESHES (L12677) / DO N=1,N_VENT (L12814)"
serial_loop_all_meshes,vtkf.f90,4009,WRITE_PARAVIEW_STATE_FILE,setup,assign_max,XMX,MAX (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,NMESHES (L4006)"
serial_loop_all_meshes,vtkf.f90,4010,WRITE_PARAVIEW_STATE_FILE,setup,assign_min,XMN,MIN (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,NMESHES (L4006)"
serial_loop_all_meshes,vtkf.f90,4011,WRITE_PARAVIEW_STATE_FILE,setup,assign_max,YMX,MAX (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,NMESHES (L4006)"
serial_loop_all_meshes,vtkf.f90,4012,WRITE_PARAVIEW_STATE_FILE,setup,assign_min,YMN,MIN (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,NMESHES (L4006)"
serial_loop_all_meshes,vtkf.f90,4013,WRITE_PARAVIEW_STATE_FILE,setup,assign_max,ZMX,MAX (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,NMESHES (L4006)"
serial_loop_all_meshes,vtkf.f90,4014,WRITE_PARAVIEW_STATE_FILE,setup,assign_min,ZMN,MIN (serial),REAL,no,Smokeview/ParaView file extents,output_only,dump.f90:2078; vtkf.f90:4009,,"DO NM=1,NMESHES (L4006)"
per_process_presum,wall.f90,1527,DEPOSIT_PARTICLE_MASS,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO NS=1,N_TRACKED_SPECIES (L1515)"
per_process_presum,wall.f90,1546,DEPOSIT_PARTICLE_MASS,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,called once per own mesh
per_process_presum,wall.f90,1547,DEPOSIT_PARTICLE_MASS,runtime+setup,assign_sum,Q_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,called once per own mesh
per_process_presum,wall.f90,1555,DEPOSIT_PARTICLE_MASS,runtime+setup,assign_sum,M_DOT,SUM (serial),REAL,yes,HRR file (CHID_hrr.csv) integrals,output_only,main.f90:4602-4607; dump.f90:11815,,"DO NS=1,N_TRACKED_SPECIES (L1553)"
